activity_description,label,duration_minutes,user_id
Playing a video game,Utilizing Time for Knowledge Development,89,98
Reviewing course lecture slides,Utilizing Time for Knowledge Development,65,11
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,36,64
Reading a scientific research paper,Wasting Time,21,76
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,65,22
Watching Khan Academy math tutorial,Wasting Time,6,63
Watching TV shows,Utilizing Time for Knowledge Development,94,71
Playing a video game,Utilizing Time for Knowledge Development,11,75
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,85,69
Playing online crossword puzzles,Wasting Time,103,76
Watching Khan Academy math tutorial,Wasting Time,119,70
Taking notes from a lecture video,Utilizing Time for Knowledge Development,73,79
Playing a video game,Wasting Time,37,1
Listening to an audiobook on a relevant topic,Wasting Time,118,26
Scrolling through social media feeds,Wasting Time,115,88
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,100,30
Watching TV shows,Wasting Time,78,4
Scrolling through social media feeds,Utilizing Time for Knowledge Development,78,28
Solving programming exercises,Utilizing Time for Knowledge Development,85,1
Reviewing course lecture slides,Wasting Time,69,25
Playing a video game,Utilizing Time for Knowledge Development,43,50
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,72,7
Coding a personal project,Utilizing Time for Knowledge Development,46,63
Watching TV shows,Wasting Time,19,21
Playing online crossword puzzles,Utilizing Time for Knowledge Development,104,8
Solving programming exercises,Utilizing Time for Knowledge Development,83,70
Online shopping,Utilizing Time for Knowledge Development,38,23
Chatting with friends on messaging apps,Wasting Time,97,54
Coding a personal project,Utilizing Time for Knowledge Development,11,88
Reviewing course lecture slides,Utilizing Time for Knowledge Development,21,44
Coding a personal project,Wasting Time,100,81
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,70,40
Participating in an online quiz,Wasting Time,80,5
Playing online crossword puzzles,Wasting Time,104,26
Writing an essay for a class assignment,Wasting Time,67,6
Checking email,Utilizing Time for Knowledge Development,19,43
Listening to an audiobook on a relevant topic,Wasting Time,35,1
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,36,45
Playing online crossword puzzles,Wasting Time,55,61
Scrolling through social media feeds,Utilizing Time for Knowledge Development,8,54
Writing an essay for a class assignment,Wasting Time,41,49
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,118,10
Watching TV shows,Wasting Time,92,57
Writing an essay for a class assignment,Wasting Time,40,17
Participating in an online quiz,Utilizing Time for Knowledge Development,52,69
Playing a video game,Wasting Time,58,14
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,99,12
Watching cat videos on YouTube,Wasting Time,42,31
Browsing Wikipedia for history facts,Wasting Time,64,72
Coding a personal project,Wasting Time,109,67
Playing online crossword puzzles,Utilizing Time for Knowledge Development,56,89
Solving programming exercises,Wasting Time,96,30
Solving programming exercises,Utilizing Time for Knowledge Development,100,51
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,27,41
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,101,88
Playing online crossword puzzles,Wasting Time,95,19
Playing online crossword puzzles,Utilizing Time for Knowledge Development,92,10
Chatting with friends on messaging apps,Wasting Time,61,54
Watching TV shows,Wasting Time,85,17
Playing online crossword puzzles,Utilizing Time for Knowledge Development,101,89
Coding a personal project,Utilizing Time for Knowledge Development,86,24
Reviewing course lecture slides,Wasting Time,119,87
Scrolling through social media feeds,Utilizing Time for Knowledge Development,61,1
Browsing Wikipedia for history facts,Wasting Time,51,25
Playing a video game,Wasting Time,70,46
Online shopping,Wasting Time,111,84
Playing a video game,Wasting Time,111,5
Scrolling through social media feeds,Utilizing Time for Knowledge Development,111,81
Taking notes from a lecture video,Wasting Time,61,62
Reviewing course lecture slides,Utilizing Time for Knowledge Development,84,76
Online shopping,Utilizing Time for Knowledge Development,49,66
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,90,2
Playing online crossword puzzles,Wasting Time,83,93
Checking email,Utilizing Time for Knowledge Development,88,73
Reviewing course lecture slides,Utilizing Time for Knowledge Development,9,71
Scrolling through social media feeds,Wasting Time,13,69
Taking notes from a lecture video,Utilizing Time for Knowledge Development,27,71
Online shopping,Utilizing Time for Knowledge Development,30,17
Taking notes from a lecture video,Wasting Time,90,43
Reading a scientific research paper,Utilizing Time for Knowledge Development,44,49
Online shopping,Wasting Time,112,98
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,12,17
Playing a video game,Wasting Time,83,88
Playing a video game,Wasting Time,117,88
Reviewing course lecture slides,Utilizing Time for Knowledge Development,92,29
Writing an essay for a class assignment,Wasting Time,46,4
Reviewing course lecture slides,Utilizing Time for Knowledge Development,82,23
Participating in an online quiz,Utilizing Time for Knowledge Development,80,97
Coding a personal project,Utilizing Time for Knowledge Development,64,61
Watching Khan Academy math tutorial,Wasting Time,15,51
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,44,69
Online shopping,Utilizing Time for Knowledge Development,42,88
Reading a scientific research paper,Utilizing Time for Knowledge Development,17,1
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,6,79
Scrolling through social media feeds,Utilizing Time for Knowledge Development,48,8
Listening to an audiobook on a relevant topic,Wasting Time,72,72
Watching TV shows,Wasting Time,92,23
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,94,92
Reading a scientific research paper,Utilizing Time for Knowledge Development,94,18
Coding a personal project,Utilizing Time for Knowledge Development,20,28
Watching TV shows,Utilizing Time for Knowledge Development,99,15
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,9,63
Watching TV shows,Wasting Time,68,90
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,23,18
Reading a scientific research paper,Wasting Time,117,58
Playing a video game,Utilizing Time for Knowledge Development,67,96
Solving programming exercises,Utilizing Time for Knowledge Development,48,35
Participating in a group discussion on the course forum,Wasting Time,18,34
Online shopping,Wasting Time,72,16
Participating in a group discussion on the course forum,Wasting Time,19,40
Browsing Wikipedia for history facts,Wasting Time,78,89
Writing an essay for a class assignment,Wasting Time,15,85
Participating in an online quiz,Utilizing Time for Knowledge Development,17,35
Watching TV shows,Utilizing Time for Knowledge Development,11,97
Writing an essay for a class assignment,Wasting Time,57,17
Reading a scientific research paper,Wasting Time,21,63
Watching Khan Academy math tutorial,Wasting Time,23,17
Coding a personal project,Utilizing Time for Knowledge Development,16,78
Coding a personal project,Utilizing Time for Knowledge Development,77,44
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,76,55
Listening to an audiobook on a relevant topic,Wasting Time,19,35
Playing online crossword puzzles,Utilizing Time for Knowledge Development,107,27
Coding a personal project,Utilizing Time for Knowledge Development,21,12
Participating in an online quiz,Utilizing Time for Knowledge Development,53,79
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,49,92
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,68,21
Listening to an audiobook on a relevant topic,Wasting Time,21,71
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,38,97
Reviewing course lecture slides,Utilizing Time for Knowledge Development,59,81
Browsing Wikipedia for history facts,Wasting Time,86,62
Reviewing course lecture slides,Utilizing Time for Knowledge Development,21,95
Playing online crossword puzzles,Wasting Time,36,89
Checking email,Utilizing Time for Knowledge Development,6,98
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,89,61
Online shopping,Utilizing Time for Knowledge Development,52,99
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,42,42
Watching TV shows,Utilizing Time for Knowledge Development,88,8
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,14,52
Checking email,Utilizing Time for Knowledge Development,108,20
Participating in an online quiz,Utilizing Time for Knowledge Development,49,70
Reviewing course lecture slides,Utilizing Time for Knowledge Development,76,7
Checking email,Utilizing Time for Knowledge Development,33,2
Reading a scientific research paper,Utilizing Time for Knowledge Development,32,41
Taking notes from a lecture video,Utilizing Time for Knowledge Development,120,42
Online shopping,Utilizing Time for Knowledge Development,99,64
Solving programming exercises,Utilizing Time for Knowledge Development,35,52
Reviewing course lecture slides,Wasting Time,74,15
Taking notes from a lecture video,Utilizing Time for Knowledge Development,12,60
Playing a video game,Utilizing Time for Knowledge Development,80,75
Solving programming exercises,Utilizing Time for Knowledge Development,86,5
Watching Khan Academy math tutorial,Wasting Time,86,66
Playing a video game,Utilizing Time for Knowledge Development,19,59
